0,0,1.00e+00
0,1,1.00e+00
0,2,9.99e-01
0,3,9.98e-01
0,4,9.97e-01
0,5,9.95e-01
0,6,9.93e-01
0,7,9.90e-01
0,8,9.87e-01
0,9,9.84e-01
0,10,9.80e-01
0,11,9.76e-01
0,12,9.72e-01
0,13,9.67e-01
0,14,9.62e-01
0,15,9.56e-01
0,16,9.50e-01
0,17,9.44e-01
0,18,9.37e-01
0,19,9.30e-01
0,20,9.23e-01
0,21,9.16e-01
0,22,9.08e-01
0,23,9.00e-01
0,24,8.91e-01
0,25,8.82e-01
0,26,8.74e-01
0,27,8.64e-01
0,28,8.55e-01
0,29,8.45e-01
0,30,8.35e-01
0,31,8.25e-01
0,32,8.15e-01
0,33,8.04e-01
0,34,7.94e-01
0,35,7.83e-01
0,36,7.72e-01
0,37,7.60e-01
0,38,7.49e-01
0,39,7.38e-01
0,40,7.26e-01
0,41,7.14e-01
0,42,7.03e-01
0,43,6.91e-01
0,44,6.79e-01
0,45,6.67e-01
0,46,6.55e-01
0,47,6.43e-01
0,48,6.31e-01
0,49,6.19e-01
0,50,6.07e-01
0,51,5.94e-01
0,52,5.82e-01
0,53,5.70e-01
0,54,5.58e-01
0,55,5.46e-01
0,56,5.34e-01
0,57,5.22e-01
0,58,5.10e-01
0,59,4.98e-01
0,60,4.87e-01
0,61,4.75e-01
0,62,4.64e-01
0,63,4.52e-01
0,64,4.41e-01
0,65,4.30e-01
0,66,4.18e-01
0,67,4.07e-01
0,68,3.97e-01
0,69,3.86e-01
0,70,3.75e-01
0,71,3.65e-01
0,72,3.55e-01
0,73,3.44e-01
0,74,3.34e-01
0,75,3.25e-01
0,76,3.15e-01
0,77,3.06e-01
0,78,2.96e-01
0,79,2.87e-01
0,80,2.78e-01
0,81,2.69e-01
0,82,2.61e-01
0,83,2.52e-01
0,84,2.44e-01
0,85,2.36e-01
0,86,2.28e-01
0,87,2.20e-01
0,88,2.13e-01
0,89,2.05e-01
0,90,1.98e-01
0,91,1.91e-01
0,92,1.84e-01
0,93,1.77e-01
0,94,1.71e-01
0,95,1.64e-01
0,96,1.58e-01
0,97,1.52e-01
0,98,1.46e-01
0,99,1.41e-01
0,100,1.35e-01
1,0,1.00e+00
1,1,1.00e+00
1,2,1.00e+00
1,3,9.99e-01
1,4,9.98e-01
1,5,9.97e-01
1,6,9.95e-01
1,7,9.93e-01
1,8,9.90e-01
1,9,9.87e-01
1,10,9.84e-01
1,11,9.80e-01
1,12,9.76e-01
1,13,9.72e-01
1,14,9.67e-01
1,15,9.62e-01
1,16,9.56e-01
1,17,9.50e-01
1,18,9.44e-01
1,19,9.37e-01
1,20,9.30e-01
1,21,9.23e-01
1,22,9.16e-01
1,23,9.08e-01
