0,0,1.00e+00
0,1,1.00e+00
0,2,9.99e-01
0,3,9.98e-01
0,4,9.97e-01
0,5,9.94e-01
0,6,9.93e-01
0,7,9.90e-01
0,8,9.88e-01
0,9,9.84e-01
0,10,9.80e-01
0,11,9.76e-01
0,12,9.72e-01
0,13,9.68e-01
0,14,9.59e-01
0,15,9.54e-01
0,16,9.49e-01
0,17,9.40e-01
0,18,9.39e-01
0,19,9.31e-01
0,20,9.24e-01
0,21,9.22e-01
0,22,9.00e-01
0,23,8.89e-01
0,24,8.90e-01
0,25,8.79e-01
0,26,8.70e-01
0,27,8.63e-01
0,28,8.66e-01
0,29,8.50e-01
0,30,8.24e-01
0,31,8.24e-01
0,32,8.10e-01
0,33,8.08e-01
0,34,7.97e-01
0,35,7.82e-01
0,36,7.59e-01
0,37,7.86e-01
0,38,7.54e-01
0,39,7.44e-01
0,40,7.18e-01
0,41,7.25e-01
0,42,7.08e-01
0,43,6.84e-01
0,44,6.85e-01
0,45,6.56e-01
0,46,6.58e-01
0,47,6.37e-01
0,48,6.34e-01
0,49,6.26e-01
0,50,6.25e-01
0,51,5.86e-01
0,52,5.83e-01
0,53,5.59e-01
0,54,5.74e-01
0,55,5.62e-01
0,56,5.51e-01
0,57,4.88e-01
0,58,5.23e-01
0,59,4.87e-01
0,60,4.84e-01
0,61,4.82e-01
0,62,4.47e-01
0,63,4.41e-01
0,64,4.15e-01
0,65,4.34e-01
0,66,4.66e-01
0,67,4.09e-01
0,68,4.32e-01
0,69,3.84e-01
0,70,3.85e-01
0,71,3.83e-01
0,72,3.24e-01
0,73,3.29e-01
0,74,3.60e-01
0,75,3.60e-01
0,76,2.70e-01
0,77,2.92e-01
0,78,3.24e-01
0,79,2.73e-01
0,80,2.73e-01
0,81,2.85e-01
0,82,2.30e-01
0,83,2.73e-01
0,84,2.61e-01
0,85,2.50e-01
0,86,2.17e-01
0,87,2.37e-01
0,88,1.99e-01
0,89,2.17e-01
0,90,1.88e-01
0,91,1.83e-01
0,92,1.88e-01
0,93,1.43e-01
0,94,1.67e-01
0,95,1.94e-01
0,96,1.53e-01
0,97,1.56e-01
0,98,1.51e-01
0,99,1.48e-01
0,100,1.09e-01
1,0,1.00e+00
1,1,1.00e+00
1,2,1.00e+00
1,3,9.99e-01
1,4,9.98e-01
1,5,9.97e-01
1,6,9.95e-01
1,7,9.93e-01
1,8,9.90e-01
1,9,9.87e-01
1,10,9.84e-01
1,11,9.82e-01
1,12,9.76e-01
1,13,9.72e-01
1,14,9.68e-01
1,15,9.64e-01
1,16,9.56e-01
1,17,9.46e-01
1,18,9.44e-01
1,19,9.38e-01
1,20,9.30e-01
1,21,9.22e-01
1,22,9.16e-01
1,23,9.07e-01
