0.0,0.0,0.003851517179031261
0.0,0.01,0.006528942359929819
0.0,0.02,0.010469510392384071
0.0,0.03,0.015881168844698826
0.0,0.04,0.022788257840619604
0.0,0.05,0.03093231245206441
0.0,0.06,0.039717902804442276
0.0,0.07,0.0482428526859011
0.0,0.08,0.055430981590117195
0.0,0.09,0.06024837856721592
0.0,0.1,0.06194579995022682
0.0,0.11,0.060249431306141535
0.0,0.12,0.05543322544438176
0.0,0.13,0.04824653394608126
0.0,0.14,0.039723316501505776
0.0,0.15,0.03093972066573125
0.0,0.16,0.022797799627452958
0.0,0.17,0.01589278586250258
0.0,0.18,0.01048292250335282
0.0,0.19,0.006543720981867853
0.0,0.2,0.003867335950350583
0.0,0.21,0.002166509363471159
0.0,0.22,0.0011555579126599092
0.0,0.23,0.0005984295860962688
0.0,0.24,0.00032790518186184657
0.0,0.25,0.000247060652383279
0.0,0.26,0.0003246744978788928
0.0,0.27,0.0005927616669805074
0.0,0.28,0.0011491045441941493
0.0,0.29,0.0021618903230981017
0.0,0.3,0.0038682491199166775
0.0,0.31,0.006554979735482535
0.0,0.32,0.01051032068310244
0.0,0.33,0.015942683816443464
0.0,0.34,0.02287636088524757
0.0,0.35,0.031051823166219194
0.0,0.36,0.03987130356063281
0.0,0.37,0.048429110394395646
0.0,0.38,0.055644870951620524
0.0,0.39,0.06048063421383697
0.0,0.4,0.062184202512498295
0.0,0.41,0.060480633624323
0.0,0.42,0.05564486911620719
0.0,0.43,0.048429105446492524
0.0,0.44,0.03987129098415256
0.0,0.45,0.031051792642595732
0.0,0.46,0.02287628959646991
0.0,0.47,0.015942521926392256
0.0,0.48,0.010509958207007264
0.0,0.49,0.006554166714640555
0.0,0.5,0.003866397561210646
0.0,0.51,0.0021575857324114653
0.0,0.52,0.0011389434060742947
0.0,0.53,0.0005687334315092723
0.0,0.54,0.00026865065415965044
0.0,0.55,0.00012004375699481594
0.0,0.56,5.0741556010014215e-5
0.0,0.57,2.0288989610078145e-5
0.0,0.58,7.674120898352347e-6
0.0,0.59,2.7457464507818215e-6
0.0,0.6,9.291414267568636e-7
0.0,0.61,2.968991861884079e-7
0.0,0.62,8.827789994300093e-8
0.0,0.63,2.09437930476716e-8
0.0,0.64,-5.198591596292308e-9
0.0,0.65,-2.7060356148415806e-8
0.0,0.66,-6.413945625589852e-8
0.0,0.67,-1.3660454834839106e-7
0.0,0.68,-2.7374199448296653e-7
0.0,0.69,-5.186065420096955e-7
0.0,0.7,-9.293509765952399e-7
0.0,0.71,-1.5754009249794834e-6
0.0,0.72,-2.526240192450378e-6
0.0,0.73,-3.832045692146714e-6
0.0,0.74,-5.498690076936169e-6
0.0,0.75,-7.46380585020498e-6
0.0,0.76,-9.583716417004979e-6
0.0,0.77,-1.1640726985715056e-5
0.0,0.78,-1.3375153710093742e-5
0.0,0.79,-1.4537508730469966e-5
0.0,0.8,-1.49469893183835e-5
0.0,0.81,-1.4537508730469995e-5
0.0,0.82,-1.3375153710093983e-5
0.0,0.83,-1.1640726985716977e-5
0.0,0.84,-9.583716417019499e-6
0.0,0.85,-7.463805850309089e-6
0.0,0.86,-5.498690077642442e-6
0.0,0.87,-3.832045696684287e-6
0.0,0.88,-2.5262402200390498e-6
0.0,0.89,-1.5754010836920905e-6
0.0,0.9,-9.293518404127904e-7
0.0,0.91,-5.18610989736409e-7
0.0,0.92,-2.737636588292788e-7
0.0,0.93,-1.3670437268988237e-7
0.0,0.94,-6.457457327214322e-8
0.0,0.95,-2.8854477353824976e-8
0.0,0.96,-1.2196561454754346e-8
0.0,0.97,-4.876790881879191e-9
